PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
585,1,1,"Jackson, Miss. Linda",female,10.7,0,1,W./C. 505550,131.1013,E31,S
586,1,3,"Campbell, Miss. Deborah",female,,0,1,SOTON/OQ 157219,28.6775,C65,S
587,1,2,"Sanchez, Mrs. Deborah",female,36.0,0,0,PC 742561,7.0914,E46,C
588,1,3,"Davis, Ms. Brenda",female,43.8,1,2,199595,25.366,E10,C
589,0,2,"Johnson, Master. Jonathan",male,11.8,0,0,637333,20.099,E33,S
590,0,2,"Lopez, Rev. Kevin",male,21.3,0,0,PC 300212,12.3375,C23,C
591,0,1,"Baker, Rev. Joshua",male,3.1,0,0,S.C./A.4. 150380,101.4897,C65,S
592,0,3,"Thomas, Master. Michael",male,10.7,0,0,A/5 334799,17.194,D15,S
593,0,2,"Johnson, Master. Edward",male,3.8,0,1,C.A. 596848,23.8968,,C
594,0,3,"Wright, Dr. Charles",male,34.5,2,0,A/5 853118,17.189,E44,S
595,0,2,"Walker, Mr. James",male,79.9,1,0,295976,8.0013,E24,S
596,1,1,"Hall, Miss. Elizabeth",female,23.1,0,0,S.C./A.4. 927869,151.2523,C78,S
597,1,3,"Nelson, Mrs. Kimberly",female,48.4,0,0,A/5 639359,17.5287,,S
598,1,3,"Rivera, Ms. Brenda",female,,1,0,33450,29.4276,F2,S
599,0,2,"Hill, Rev. Brian",male,56.1,0,0,SC/Paris 467173,6.412,,C
600,0,3,"Flores, Mrs. Betty",female,78.4,4,0,SOTON/OQ 949444,24.0358,E36,S
601,0,3,"Moore, Mr. Ronald",male,53.1,0,0,PC 69535,20.7215,,S
602,1,3,"Gonzalez, Dr. Eric",male,54.5,0,0,SOTON/OQ 3049,30.7237,E50,S
603,0,2,"Clark, Rev. Kenneth",male,29.6,1,2,SC/Paris 50246,18.2291,D15,S
604,1,2,"Gonzalez, Miss. Mary",female,79.2,0,0,STON/O2. 962539,16.9993,A20,S
605,1,2,"Walker, Mr. Richard",male,74.9,1,0,SOTON/OQ 250937,48.1873,,C
606,0,1,"Carter, Rev. William",male,,4,2,W./C. 329497,189.6875,F33,S
607,0,2,"Brown, Rev. Michael",male,,0,0,C.A. 892215,22.784,,S
608,1,3,"Nelson, Ms. Sandra",female,34.8,0,0,A/5 477133,18.6923,E33,S
609,0,3,"Nguyen, Mr. James",male,51.4,0,0,SOTON/OQ 195954,10.8542,,S
610,0,3,"Allen, Miss. Emma",female,70.9,1,0,C.A. 633636,13.7069,C85,Q
611,0,3,"Allen, Master. Michael",male,,0,4,SC/Paris 824408,5.8563,B35,S
612,0,3,"Perez, Ms. Nicole",female,24.7,0,0,A/5 521021,10.175,,S
613,0,3,"Thomas, Master. Ryan",male,11.4,0,0,A/5 381441,4.1829,C82,S
614,0,1,"Lewis, Dr. Charles",male,4.5,0,0,PC 230580,188.8186,B28,S
615,1,1,"Johnson, Master. Daniel",male,,1,0,STON/O2. 355820,198.1939,C54,S
616,0,3,"Hernandez, Ms. Melissa",female,70.7,1,0,PC 926602,30.3308,B35,S
617,1,2,"Hill, Miss. Melissa",female,61.3,0,1,C.A. 828942,12.5369,C22,S
618,1,3,"Nguyen, Ms. Sarah",female,,0,0,STON/O2. 176566,18.4464,E50,C
619,1,1,"Robinson, Ms. Amy",female,39.2,3,0,W./C. 670102,195.435,E33,S
620,0,3,"Lewis, Master. Mark",male,12.5,0,2,S.C./A.4. 267893,19.6458,A14,C
621,1,1,"Thompson, Ms. Laura",female,27.6,0,0,S.C./A.4. 844584,117.146,C46,S
622,0,3,"Taylor, Master. Jeffrey",male,,1,0,STON/O2. 825047,11.8058,B51,S
623,1,1,"Wright, Mr. George",male,24.9,1,0,C.A. 200903,155.6028,A14,Q
624,0,3,"Jackson, Miss. Mary",female,33.1,0,0,SOTON/OQ 686864,18.5617,A16,C
625,0,1,"Walker, Master. Mark",male,6.8,1,0,STON/O2. 329282,181.5041,D17,C
626,1,3,"Lewis, Miss. Margaret",female,,1,0,A/5 525078,27.0775,C82,S
627,1,2,"Carter, Ms. Sharon",female,26.8,0,1,PC 162156,48.9987,C78,S
628,1,1,"Sanchez, Mrs. Deborah",female,27.0,4,0,C.A. 98770,56.8791,F4,S
629,1,1,"Johnson, Rev. Scott",male,23.4,0,0,STON/O2. 477749,35.8173,E12,S
630,1,3,"Hernandez, Miss. Rebecca",female,59.7,0,2,SC/Paris 137243,28.7948,C54,S
631,0,3,"Torres, Ms. Lisa",female,55.1,0,0,PC 468383,5.7295,D10,S
632,0,3,"Torres, Dr. Eric",male,59.2,0,2,SOTON/OQ 364627,23.9291,G6,C
633,1,2,"Clark, Mrs. Helen",female,37.2,2,0,STON/O2. 413668,36.7404,,S
634,0,3,"Nelson, Dr. Paul",male,18.2,0,6,128119,32.366,,C
635,1,2,"Hernandez, Miss. Rebecca",female,6.8,1,0,W./C. 361351,38.8221,B35,S
636,0,3,"Rivera, Mr. Steven",male,39.3,0,0,SC/Paris 749244,31.0705,A14,S
637,1,3,"Johnson, Mrs. Lisa",female,,1,0,A/5 711287,11.715,D20,S
638,0,3,"Lewis, Master. Robert",male,9.2,1,2,W./C. 724880,12.7181,,S
639,0,2,"Thomas, Master. Timothy",male,,0,5,S.C./A.4. 861384,14.4547,F2,S
640,1,2,"Williams, Master. Christopher",male,8.1,0,0,415254,47.3126,A10,S
641,0,1,"Lopez, Dr. Brian",male,,0,0,C.A. 682516,140.4985,,S
642,0,3,"Roberts, Dr. Edward",male,,0,6,PC 265178,31.3284,E36,S
643,0,3,"Lopez, Miss. Sarah",female,68.3,0,0,SOTON/OQ 401945,18.5153,B51,S
644,1,3,"Flores, Mr. Mark",male,34.9,0,0,PC 393716,18.1636,B35,S
645,0,3,"Campbell, Master. Robert",male,4.9,0,0,A/5 547174,26.5449,D15,S
646,1,2,"Campbell, Mrs. Patricia",female,72.6,0,0,SC/Paris 638600,44.3991,E12,S
647,1,1,"Young, Mrs. Mary",female,12.2,0,0,872598,172.1591,B49,S
648,1,1,"Martin, Rev. Jason",male,48.9,0,0,SC/Paris 286066,184.5762,D33,S
649,1,3,"Hernandez, Miss. Stephanie",female,35.2,0,2,SOTON/OQ 21773,25.6912,D17,C
650,1,3,"Martinez, Ms. Nicole",female,25.2,0,0,SOTON/OQ 76434,13.4305,G6,S
651,0,3,"Smith, Mr. Matthew",male,33.0,0,0,S.C./A.4. 403692,17.9012,E50,Q
652,0,2,"Davis, Mr. Edward",male,,0,0,S.C./A.4. 535363,37.2017,E46,S
653,0,2,"Mitchell, Rev. Timothy",male,29.6,1,0,PC 275025,32.6392,F4,S
654,1,1,"Smith, Master. Scott",male,5.7,1,4,STON/O2. 544725,193.3586,D17,S
655,0,3,"Martin, Ms. Dorothy",female,47.3,1,0,STON/O2. 115582,22.0948,C82,C
656,1,3,"Sanchez, Ms. Margaret",female,,0,0,W./C. 551462,15.8217,C52,C
657,0,3,"Lopez, Dr. Daniel",male,,3,0,SC/Paris 195655,9.6469,B28,C
658,0,3,"Lewis, Rev. Steven",male,14.1,0,0,C.A. 68384,13.6855,E33,S
659,0,2,"Brown, Mrs. Susan",female,63.3,0,0,A/5 394914,32.5313,C46,Q
660,1,2,"Ramirez, Ms. Carol",female,25.9,0,0,W./C. 397818,32.8756,C82,C
661,0,2,"Hall, Rev. James",male,3.0,0,0,SC/Paris 387326,25.8844,F4,S
662,0,1,"Nelson, Miss. Angela",female,65.2,0,0,A/5 847785,161.1782,F4,S
663,1,3,"Flores, Ms. Stephanie",female,75.4,0,0,STON/O2. 770946,14.907,E36,S
664,1,3,"Rodriguez, Mr. Eric",male,79.7,5,0,SOTON/OQ 122297,17.69,E24,S
665,0,2,"Miller, Mr. Christopher",male,,2,2,C.A. 232081,37.6437,F2,S
666,0,3,"Garcia, Rev. Thomas",male,46.5,2,0,S.C./A.4. 396323,29.9308,C93,S
667,1,1,"Taylor, Mrs. Sandra",female,,1,2,STON/O2. 601665,93.1578,C65,Q
668,0,3,"Nguyen, Mr. Joshua",male,26.3,0,0,PC 545998,22.883,E33,S
669,1,2,"Robinson, Ms. Mary",female,18.3,0,0,C.A. 153956,38.8706,F33,S
670,0,1,"Hall, Ms. Donna",female,38.8,1,0,W./C. 62669,206.5152,C78,S
671,0,1,"Roberts, Mr. Mark",male,78.8,0,1,A/5 575559,97.6944,D17,S
672,1,3,"Jones, Miss. Stephanie",female,16.4,1,0,PC 340128,25.4148,E33,C
673,1,1,"Adams, Rev. Joshua",male,24.0,0,0,SC/Paris 772037,145.5488,C85,C
674,0,3,"Ramirez, Rev. Charles",male,,0,0,A/5 124047,31.9359,E50,S
675,1,2,"Campbell, Ms. Karen",female,39.6,1,2,W./C. 814537,36.439,F2,S
676,1,3,"Green, Miss. Deborah",female,,0,0,236861,4.5586,E31,Q
677,1,1,"Mitchell, Ms. Kimberly",female,80.0,1,0,PC 105271,85.3023,G6,C
678,0,3,"Sanchez, Mr. Ronald",male,39.6,0,0,STON/O2. 791110,25.4355,F2,C
679,0,3,"Smith, Master. Scott",male,,0,0,PC 93086,19.9874,,S
680,0,3,"White, Dr. Nicholas",male,53.0,0,0,949562,26.2881,F2,S
681,0,2,"Hall, Rev. Larry",male,48.9,0,0,A/5 249617,7.6163,A16,S
682,1,2,"Nguyen, Master. Thomas",male,1.5,0,0,PC 420492,26.067,C23,S
683,0,3,"Jones, Master. Jonathan",male,9.2,1,0,635330,8.5916,A16,S
684,1,2,"Hill, Mrs. Deborah",female,55.0,0,0,STON/O2. 381443,46.0068,C46,S
685,0,2,"Miller, Mr. Paul",male,9.3,2,0,C.A. 618429,42.1391,D36,S
686,1,2,"Scott, Miss. Pamela",female,,0,0,PC 362940,41.4677,F4,Q
687,1,2,"Rodriguez, Ms. Kathleen",female,52.9,0,0,C.A. 56432,46.4114,E46,Q
688,0,3,"Rivera, Rev. Scott",male,38.0,0,2,988419,24.4482,B51,S
689,1,2,"Roberts, Rev. Joshua",male,,1,2,PC 604263,8.5261,C52,S
690,0,3,"Baker, Miss. Mary",female,41.7,5,2,STON/O2. 426167,4.2975,B35,Q
691,0,3,"Thomas, Dr. Jason",male,79.9,3,0,A/5 637877,16.7314,A20,S
692,0,3,"White, Mr. Daniel",male,34.4,0,0,STON/O2. 355375,30.0417,C22,C
693,0,2,"Walker, Dr. Andrew",male,45.9,0,0,866837,45.3104,D26,C
694,1,3,"Smith, Miss. Linda",female,1.4,1,0,S.C./A.4. 10294,6.7983,D36,S
695,0,1,"Young, Mr. Edward",male,38.2,0,0,PC 563484,175.1733,,Q
696,1,3,"Thompson, Mrs. Lisa",female,57.0,0,0,PC 414711,15.9422,C78,C
697,1,3,"Nelson, Rev. Matthew",male,40.1,1,0,W./C. 527236,24.6634,C93,S
698,1,2,"Martinez, Master. John",male,1.2,1,0,A/5 456426,27.1285,C52,S
699,1,3,"Martinez, Ms. Ashley",female,10.1,0,0,W./C. 209050,17.4533,,S
700,0,1,"Anderson, Master. Matthew",male,3.1,0,0,SC/Paris 96352,184.9319,C93,S
701,1,2,"Perez, Mrs. Sandra",female,5.1,0,0,S.C./A.4. 747151,24.3953,C65,C
702,0,3,"Brown, Mr. Robert",male,23.1,0,0,C.A. 995394,17.9508,C78,S
703,0,2,"Perez, Master. James",male,8.5,0,0,C.A. 221235,31.7104,,C
704,0,3,"Williams, Mr. Scott",male,16.0,1,2,STON/O2. 988567,19.5322,C78,S
705,1,1,"Campbell, Ms. Betty",female,57.2,1,0,365211,190.5799,D20,S
706,0,2,"Walker, Mr. Jason",male,2.7,0,0,PC 304726,7.9996,E31,S
707,0,3,"Baker, Rev. Ronald",male,,0,0,818230,15.0611,E36,S
708,0,1,"Torres, Master. James",male,11.2,0,0,272407,81.2702,B51,S
709,1,1,"Hernandez, Mrs. Brenda",female,51.5,3,0,PC 284571,186.6011,,S
710,0,3,"Smith, Mr. Anthony",male,26.6,3,2,C.A. 758155,7.7213,E44,S
711,0,3,"Anderson, Dr. James",male,2.2,0,1,STON/O2. 758703,25.229,C93,Q
712,1,3,"Wilson, Ms. Nicole",female,47.0,1,0,PC 468723,10.5273,D17,S
713,0,3,"Lopez, Miss. Elizabeth",female,,0,2,PC 680020,11.9665,C54,S
714,0,1,"Jones, Master. Ronald",male,9.2,0,0,PC 763067,163.8821,,S
715,0,3,"Davis, Mrs. Deborah",female,4.5,0,0,PC 985191,21.8432,,C
716,1,1,"Rivera, Dr. Richard",male,71.5,1,0,SOTON/OQ 163018,70.2559,E24,S
717,1,3,"Miller, Mr. John",male,33.8,0,0,SC/Paris 448883,14.922,C82,S
718,1,1,"Young, Mr. Timothy",male,,3,0,S.C./A.4. 125099,91.8192,,C
719,0,2,"King, Rev. Daniel",male,71.6,1,0,C.A. 366308,44.5177,C46,Q
720,0,3,"Jones, Ms. Dorothy",female,62.4,0,0,SOTON/OQ 757383,26.6899,D33,C
721,1,2,"Campbell, Rev. Larry",male,15.4,0,0,W./C. 505667,36.5105,D15,S
722,1,2,"Thomas, Ms. Sarah",female,39.9,0,0,STON/O2. 610184,37.4565,E12,S
723,0,1,"White, Master. David",male,,0,2,STON/O2. 63471,193.6197,C85,C
724,0,3,"Martinez, Rev. Andrew",male,34.3,0,0,PC 123930,31.4147,G6,S
725,0,3,"Brown, Dr. Jason",male,,1,1,A/5 155021,14.346,,S
726,0,3,"Martinez, Rev. Larry",male,,0,2,SOTON/OQ 432512,24.5651,D20,C
727,0,1,"Martinez, Mr. Andrew",male,14.7,0,0,W./C. 713930,200.4351,D26,S
728,1,3,"Martin, Ms. Pamela",female,,4,0,PC 780233,9.9593,E44,S
729,1,3,"Scott, Ms. Nancy",female,38.7,0,0,W./C. 173830,5.4636,C85,S
730,0,1,"Miller, Mr. Paul",male,3.2,0,0,STON/O2. 223203,135.5461,C54,S
731,0,1,"Moore, Master. Robert",male,,5,0,A/5 330861,42.4254,C54,S
732,1,1,"Allen, Miss. Emily",female,77.9,1,0,W./C. 941060,162.2202,,S
733,0,3,"Walker, Rev. John",male,13.0,0,2,STON/O2. 754362,10.5229,B49,C
734,0,3,"Lewis, Dr. Christopher",male,68.6,0,2,W./C. 251725,9.8723,E44,S
735,0,3,"Miller, Rev. Larry",male,44.2,4,1,STON/O2. 524147,6.5917,C65,S
736,1,3,"Moore, Mrs. Lisa",female,,1,0,SOTON/OQ 269463,25.726,D20,S
737,0,2,"Williams, Rev. Joseph",male,50.0,1,0,886874,33.4838,C65,S
738,0,3,"Taylor, Miss. Angela",female,,4,0,SC/Paris 734736,27.3873,,S
739,0,3,"Hernandez, Rev. Andrew",male,70.1,0,0,SOTON/OQ 674693,19.2043,D26,S
740,0,2,"Roberts, Rev. Richard",male,,0,0,SC/Paris 737405,38.6165,A10,S
741,1,1,"Walker, Master. Jonathan",male,13.8,1,0,S.C./A.4. 828912,104.6843,D33,S
742,0,2,"Moore, Rev. John",male,,0,0,SOTON/OQ 914612,24.4678,B49,S
743,1,3,"Garcia, Mrs. Nancy",female,24.5,0,2,SOTON/OQ 499597,19.2155,A20,Q
744,1,2,"Torres, Ms. Amanda",female,48.2,0,0,PC 340458,35.2188,C65,S
745,1,1,"Lee, Miss. Karen",female,42.1,0,0,PC 666104,108.2359,E33,S
746,0,3,"Hall, Rev. Matthew",male,28.5,3,4,A/5 389241,27.1741,,S
747,0,3,"Hall, Mrs. Angela",female,28.8,1,0,S.C./A.4. 119887,30.3936,D26,S
748,0,2,"Wright, Master. Stephen",male,9.7,0,0,STON/O2. 92876,41.4613,,S
749,0,3,"Miller, Rev. Brandon",male,8.9,0,0,A/5 701144,12.1913,D15,S
750,1,1,"Davis, Miss. Brenda",female,,4,2,W./C. 953100,176.8132,G6,C
751,1,3,"Anderson, Miss. Mary",female,25.3,1,2,SC/Paris 5359,29.6454,D15,S
752,0,3,"King, Dr. Charles",male,76.8,5,0,W./C. 203019,21.5253,D10,C
753,1,3,"Harris, Ms. Sarah",female,41.9,0,0,PC 529751,7.2855,E31,C
754,1,1,"Lee, Mrs. Brenda",female,50.7,0,0,966313,204.8995,E31,S
755,0,1,"Lopez, Dr. Ryan",male,43.3,0,1,W./C. 808814,73.3367,,S
756,0,3,"Davis, Mr. John",male,,0,2,STON/O2. 82140,18.0354,C85,Q
757,0,3,"Young, Mr. Ronald",male,50.4,0,0,S.C./A.4. 665327,29.8774,A20,S
758,0,3,"Davis, Mr. Daniel",male,49.5,0,0,C.A. 972592,7.3776,E36,S
759,1,3,"Wilson, Master. Eric",male,4.9,0,0,PC 281589,11.7269,B35,Q
760,0,3,"Jackson, Ms. Brenda",female,75.8,2,0,SC/Paris 721431,28.0966,G6,S
761,1,3,"Roberts, Ms. Susan",female,58.0,0,0,C.A. 856524,13.0162,,S
762,1,2,"Thompson, Ms. Betty",female,,0,0,266356,31.8222,C52,S
763,1,1,"Davis, Mrs. Stephanie",female,29.3,0,0,S.C./A.4. 153085,169.2543,A10,S
764,0,3,"Robinson, Master. Kevin",male,1.4,0,0,SC/Paris 108919,19.9434,G6,S
765,0,3,"Baker, Rev. Larry",male,16.6,1,0,C.A. 442699,7.3108,D20,S
766,1,3,"Thomas, Miss. Emma",female,68.6,5,2,C.A. 138424,27.971,D10,S
767,0,3,"Jones, Mr. Kevin",male,24.8,0,0,STON/O2. 584480,26.0539,D36,S
768,0,3,"Robinson, Ms. Donna",female,67.6,2,0,SC/Paris 51157,27.5081,A14,S
769,1,1,"Hernandez, Mrs. Sharon",female,65.5,0,0,A/5 273302,188.4374,,S
770,0,3,"Perez, Miss. Barbara",female,56.2,2,0,STON/O2. 133423,13.0329,A16,C
771,1,3,"Davis, Ms. Laura",female,39.7,0,1,SOTON/OQ 237800,6.5255,C52,S
772,0,3,"Nelson, Mrs. Brenda",female,6.9,0,0,SC/Paris 491891,27.3094,B35,S
773,0,3,"Carter, Ms. Margaret",female,25.6,0,0,111793,30.044,B51,Q
774,1,1,"Allen, Ms. Laura",female,,0,0,STON/O2. 155444,110.3843,,C
775,0,2,"Lopez, Rev. John",male,28.8,0,0,S.C./A.4. 453432,15.3309,D10,S
776,1,2,"Moore, Miss. Linda",female,74.3,0,0,PC 623905,18.1407,E36,S
777,0,3,"Brown, Ms. Susan",female,5.2,0,0,STON/O2. 558980,6.7895,B51,C
778,1,1,"Miller, Miss. Stephanie",female,40.1,0,0,C.A. 741140,135.3987,,S
779,1,1,"Thomas, Ms. Donna",female,,0,0,A/5 699384,112.9062,C78,S
780,1,3,"Baker, Mrs. Barbara",female,38.4,0,1,SOTON/OQ 115699,5.192,,S
781,1,1,"Allen, Ms. Sandra",female,,0,0,SOTON/OQ 515496,160.9938,E24,S
782,1,1,"Robinson, Miss. Dorothy",female,71.4,1,1,SOTON/OQ 119238,75.0844,E12,C
783,0,3,"Anderson, Rev. Charles",male,20.3,1,4,S.C./A.4. 217329,25.1888,B35,Q
784,0,3,"Green, Miss. Susan",female,76.7,0,0,S.C./A.4. 932130,13.3722,E33,S
785,0,3,"Williams, Mrs. Donna",female,10.7,1,0,S.C./A.4. 303418,7.0515,,S
786,0,3,"King, Master. Ryan",male,4.6,0,1,A/5 476904,5.0713,C52,C
787,1,1,"Martin, Rev. Michael",male,4.9,0,1,698644,202.3353,E25,S
788,0,1,"Campbell, Master. Paul",male,,0,0,S.C./A.4. 261810,175.2038,E46,S
789,1,3,"Martin, Miss. Susan",female,70.2,1,0,SC/Paris 263165,7.7808,E25,S
790,1,3,"Torres, Miss. Elizabeth",female,,1,1,STON/O2. 146342,18.9599,F33,S
791,0,3,"Ramirez, Miss. Cynthia",female,73.1,0,1,STON/O2. 793572,7.9207,C54,C
792,0,3,"Wright, Ms. Sarah",female,,1,0,A/5 486289,26.994,E12,S
793,0,3,"Moore, Mr. David",male,8.7,0,0,S.C./A.4. 907299,5.6407,E33,S
794,0,3,"Scott, Master. Anthony",male,9.6,1,0,C.A. 755075,32.1899,,C
795,0,1,"Smith, Mr. Joseph",male,20.5,0,0,466374,97.4039,A10,S
796,1,2,"Wright, Mrs. Nancy",female,53.0,0,0,A/5 194785,12.2342,F2,S
797,1,2,"Jackson, Rev. Jacob",male,30.0,0,0,STON/O2. 487501,24.3434,D17,S
798,1,2,"Torres, Mrs. Cynthia",female,,0,0,SOTON/OQ 45702,45.9568,C82,Q
799,1,3,"Smith, Miss. Cynthia",female,40.8,0,0,W./C. 538966,5.6951,E50,S
800,1,2,"Rodriguez, Ms. Cynthia",female,32.1,2,0,W./C. 495668,32.657,B28,S
801,0,3,"Lee, Ms. Sarah",female,66.6,0,0,PC 243959,6.6611,,S
802,0,3,"Roberts, Mrs. Michelle",female,72.1,0,2,W./C. 968181,5.741,E44,S
803,0,2,"Carter, Rev. William",male,,0,0,SOTON/OQ 396972,11.8615,E46,S
804,0,2,"Young, Dr. Matthew",male,13.8,1,1,SC/Paris 91196,31.6127,E46,Q
805,0,3,"Rodriguez, Mr. Anthony",male,44.2,0,0,521277,9.3379,B49,S
806,0,3,"Thompson, Miss. Angela",female,,0,0,W./C. 917431,5.9268,,S
807,1,1,"Young, Mrs. Susan",female,18.7,3,2,C.A. 410391,155.1649,,C
808,0,3,"Wright, Mr. Andrew",male,40.5,0,0,STON/O2. 612081,17.37,C23,S
809,0,1,"Taylor, Rev. Kevin",male,,0,1,S.C./A.4. 970066,165.1573,,S
810,0,3,"Thompson, Mr. Larry",male,49.4,0,0,PC 284648,24.5872,,S
811,0,2,"Walker, Rev. Brian",male,2.7,0,1,SC/Paris 561134,32.7581,C93,S
812,0,2,"Brown, Rev. Stephen",male,,1,0,STON/O2. 460226,11.1917,E44,Q
813,1,2,"Perez, Mrs. Amanda",female,47.5,0,0,596642,8.0143,,C
814,1,1,"Brown, Mr. Michael",male,,0,0,SC/Paris 307616,49.1716,D10,S
815,0,3,"Taylor, Mr. William",male,65.3,1,1,SOTON/OQ 748775,12.5578,C85,C
816,1,2,"Moore, Ms. Ashley",female,,0,0,SOTON/OQ 294374,9.4516,A14,C
817,0,2,"Davis, Master. Joshua",male,,4,0,SOTON/OQ 120787,6.9367,,S
818,1,2,"Brown, Mrs. Donna",female,69.2,0,0,SC/Paris 398753,14.1148,D17,S
819,1,2,"Carter, Ms. Jennifer",female,71.6,2,2,SC/Paris 795036,7.2032,E44,S
820,1,2,"Scott, Mrs. Linda",female,68.8,2,0,273735,13.1522,C93,S
821,0,3,"Moore, Mr. Thomas",male,,0,0,S.C./A.4. 599823,15.1856,E44,S
822,1,3,"Roberts, Ms. Dorothy",female,26.4,0,0,SOTON/OQ 19105,16.4814,D26,S
823,1,1,"Scott, Ms. Kathleen",female,22.8,0,0,STON/O2. 462834,58.4278,C46,S
824,1,1,"Green, Mrs. Sarah",female,19.4,0,0,903373,106.5691,C65,S
825,0,1,"Taylor, Dr. Michael",male,43.7,0,0,STON/O2. 82242,118.8821,A10,S
826,0,2,"Torres, Dr. Anthony",male,51.7,1,0,S.C./A.4. 637450,40.6792,C78,Q
827,1,1,"Flores, Miss. Kathleen",female,12.9,0,0,SC/Paris 848285,83.0619,G6,C
828,1,1,"Nguyen, Miss. Margaret",female,79.8,0,0,SC/Paris 593867,118.246,E31,S
829,0,3,"Davis, Ms. Anna",female,,0,0,SOTON/OQ 333335,11.5986,E31,S
830,0,3,"Roberts, Master. Kevin",male,13.6,1,0,W./C. 380459,6.1791,E25,S
831,1,2,"Anderson, Ms. Kathleen",female,66.3,0,0,W./C. 707850,31.7292,A14,S
832,1,1,"Davis, Miss. Carol",female,46.5,0,1,PC 919977,109.112,A20,S
833,1,3,"Walker, Ms. Brenda",female,,0,0,STON/O2. 139808,18.6261,E12,Q
834,1,3,"Sanchez, Mrs. Amanda",female,27.6,1,0,STON/O2. 758260,5.1938,C82,Q
835,1,2,"Ramirez, Ms. Laura",female,,0,1,88859,12.6993,,S
836,1,2,"Lee, Miss. Cynthia",female,75.6,0,0,S.C./A.4. 51633,30.8218,E12,S
837,1,2,"Harris, Miss. Emily",female,,1,0,SC/Paris 452451,28.8419,E31,C
838,1,1,"Jackson, Miss. Susan",female,18.7,0,2,C.A. 636615,164.441,B51,S
839,0,3,"Scott, Master. Richard",male,,1,2,565045,26.7512,,S
840,0,3,"Jackson, Master. George",male,7.5,1,0,STON/O2. 752043,24.1008,A10,S
841,0,3,"Garcia, Miss. Amy",female,10.2,0,0,SC/Paris 763693,6.0264,A20,S
842,0,3,"Mitchell, Ms. Cynthia",female,25.9,2,0,333951,9.3454,E25,S
843,0,3,"Rodriguez, Master. James",male,3.1,0,0,PC 770194,18.1064,A14,S
844,0,2,"Smith, Master. Eric",male,10.1,0,0,W./C. 662679,31.6916,E46,S
845,0,3,"Jackson, Master. Joshua",male,8.6,0,0,SC/Paris 118825,31.4395,C52,S
846,1,2,"Nelson, Mrs. Michelle",female,53.2,0,0,PC 812264,44.8155,D36,S
847,0,3,"Moore, Dr. John",male,5.8,1,0,S.C./A.4. 432204,15.0934,D20,S
848,1,3,"Young, Miss. Linda",female,25.4,0,0,PC 563050,9.7973,E46,S
849,1,1,"Wright, Ms. Sarah",female,8.1,1,2,67547,146.2314,E12,S
850,0,1,"Rivera, Rev. Christopher",male,27.2,0,0,A/5 38827,181.4451,E12,S
851,1,2,"Hernandez, Mrs. Amy",female,55.4,0,0,W./C. 688106,23.633,C46,C
852,0,1,"Johnson, Rev. William",male,13.0,1,1,SC/Paris 872861,137.1318,C54,C
853,1,2,"Johnson, Ms. Angela",female,,4,0,W./C. 306385,24.8995,B51,Q
854,1,3,"Hall, Miss. Kathleen",female,,0,0,S.C./A.4. 800749,19.5322,,S
855,0,2,"Lewis, Master. Ronald",male,5.0,1,4,STON/O2. 589130,13.4473,D36,S
856,0,3,"Flores, Rev. Charles",male,61.1,0,0,W./C. 327584,25.0786,A16,S
857,1,1,"Hall, Miss. Mary",female,40.5,3,0,SOTON/OQ 744302,114.4577,E25,C
858,1,1,"Hall, Rev. Richard",male,,0,0,SC/Paris 459858,185.9296,A10,S
859,1,3,"Green, Mrs. Amy",female,44.2,0,0,W./C. 309515,24.4904,F4,S
860,1,3,"Torres, Miss. Helen",female,17.2,0,0,634882,11.0854,D26,S
861,1,3,"King, Mrs. Sarah",female,15.2,0,6,A/5 327988,23.9619,B35,S
862,0,3,"Brown, Mrs. Carol",female,,0,2,S.C./A.4. 660367,4.3041,B35,S
863,1,2,"Martin, Ms. Emma",female,45.3,0,0,PC 108978,38.149,C46,S
864,0,3,"Perez, Rev. Thomas",male,77.4,1,0,SOTON/OQ 220473,8.7076,B51,Q
865,0,1,"Martinez, Master. Brandon",male,12.6,0,0,SOTON/OQ 447070,148.0628,C65,S
866,0,3,"Harris, Rev. Donald",male,67.3,0,0,SC/Paris 175185,30.941,C46,S
867,1,3,"Young, Miss. Brenda",female,,1,0,PC 27524,28.6716,D26,C
868,0,3,"Flores, Mrs. Sharon",female,31.2,0,0,A/5 206349,16.5435,E12,S
869,0,3,"White, Mrs. Carol",female,,0,0,SOTON/OQ 418641,5.156,F33,S
870,0,3,"Johnson, Ms. Linda",female,50.9,0,0,847652,6.8712,C85,S
871,0,2,"Garcia, Master. Daniel",male,,0,0,STON/O2. 900563,29.9397,B35,S
872,0,1,"Rivera, Dr. Kevin",male,29.9,0,0,W./C. 879409,148.5951,,S
873,0,2,"Lopez, Mr. Paul",male,,0,0,A/5 327279,18.0456,C82,S
874,1,3,"Garcia, Ms. Pamela",female,,0,0,PC 333924,20.8068,,C
875,0,1,"Robinson, Dr. Anthony",male,67.1,0,2,SC/Paris 784714,164.8779,A14,S
876,1,1,"Moore, Mrs. Emily",female,15.9,1,0,C.A. 272952,154.1087,C23,S
877,0,3,"Thompson, Miss. Emma",female,55.3,0,2,W./C. 164267,19.2853,B49,Q
878,1,3,"Baker, Ms. Amanda",female,40.8,1,1,STON/O2. 539205,26.0195,C23,S
